satellite_id,plane,slot,samples,sunlit_samples,sunlit_ratio_pct
619,28,3,1441,1441,100.0
620,28,4,1441,1441,100.0
621,28,5,1441,1441,100.0
622,28,6,1441,1441,100.0
623,28,7,1441,1441,100.0
624,28,8,1441,1441,100.0
625,28,9,1441,1441,100.0
626,28,10,1441,1441,100.0
627,28,11,1441,1441,100.0
628,28,12,1441,1441,100.0
629,28,13,1441,1441,100.0
630,28,14,1441,1441,100.0
631,28,15,1441,1441,100.0
632,28,16,1441,1441,100.0
633,28,17,1441,1441,100.0
634,28,18,1441,1441,100.0
635,28,19,1441,1441,100.0
636,28,20,1441,1441,100.0
637,28,21,1441,1441,100.0
638,29,0,1441,1441,100.0
639,29,1,1441,1441,100.0
640,29,2,1441,1441,100.0
641,29,3,1441,1441,100.0
642,29,4,1441,1441,100.0
643,29,5,1441,1441,100.0
644,29,6,1441,1441,100.0
645,29,7,1441,1441,100.0
646,29,8,1441,1441,100.0
647,29,9,1441,1441,100.0
648,29,10,1441,1441,100.0
649,29,11,1441,1441,100.0
650,29,12,1441,1441,100.0
651,29,13,1441,1441,100.0
652,29,14,1441,1441,100.0
653,29,15,1441,1441,100.0
654,29,16,1441,1441,100.0
655,29,17,1441,1441,100.0
656,29,18,1441,1441,100.0
657,29,19,1441,1441,100.0
658,29,20,1441,1441,100.0
659,29,21,1441,1441,100.0
660,30,0,1441,1441,100.0
661,30,1,1441,1441,100.0
662,30,2,1441,1441,100.0
663,30,3,1441,1441,100.0
664,30,4,1441,1441,100.0
665,30,5,1441,1441,100.0
666,30,6,1441,1441,100.0
667,30,7,1441,1441,100.0
668,30,8,1441,1441,100.0
669,30,9,1441,1441,100.0
670,30,10,1441,1441,100.0
671,30,11,1441,1441,100.0
672,30,12,1441,1441,100.0
673,30,13,1441,1441,100.0
674,30,14,1441,1441,100.0
675,30,15,1441,1441,100.0
676,30,16,1441,1441,100.0
677,30,17,1441,1441,100.0
678,30,18,1441,1441,100.0
679,30,19,1441,1441,100.0
680,30,20,1441,1441,100.0
681,30,21,1441,1441,100.0
682,31,0,1441,1441,100.0
683,31,1,1441,1441,100.0
684,31,2,1441,1441,100.0
685,31,3,1441,1441,100.0
686,31,4,1441,1441,100.0
687,31,5,1441,1441,100.0
688,31,6,1441,1441,100.0
689,31,7,1441,1441,100.0
690,31,8,1441,1441,100.0
691,31,9,1441,1441,100.0
692,31,10,1441,1441,100.0
693,31,11,1441,1441,100.0
694,31,12,1441,1441,100.0
695,31,13,1441,1441,100.0
696,31,14,1441,1441,100.0
697,31,15,1441,1441,100.0
698,31,16,1441,1441,100.0
699,31,17,1441,1441,100.0
700,31,18,1441,1441,100.0
701,31,19,1441,1441,100.0
702,31,20,1441,1441,100.0
703,31,21,1441,1441,100.0
704,32,0,1441,1441,100.0
705,32,1,1441,1441,100.0
706,32,2,1441,1441,100.0
707,32,3,1441,1441,100.0
708,32,4,1441,1441,100.0
709,32,5,1441,1441,100.0
710,32,6,1441,1441,100.0
711,32,7,1441,1441,100.0
712,32,8,1441,1441,100.0
713,32,9,1441,1441,100.0
714,32,10,1441,1441,100.0
715,32,11,1441,1441,100.0
716,32,12,1441,1441,100.0
717,32,13,1441,1441,100.0
718,32,14,1441,1441,100.0
719,32,15,1441,1441,100.0
720,32,16,1441,1441,100.0
721,32,17,1441,1441,100.0
722,32,18,1441,1441,100.0
723,32,19,1441,1441,100.0
724,32,20,1441,1441,100.0
725,32,21,1441,1441,100.0
726,33,0,1441,1441,100.0
727,33,1,1441,1441,100.0
728,33,2,1441,1441,100.0
729,33,3,1441,1441,100.0
730,33,4,1441,1441,100.0
731,33,5,1441,1441,100.0
732,33,6,1441,1441,100.0
733,33,7,1441,1441,100.0
734,33,8,1441,1441,100.0
735,33,9,1441,1441,100.0
736,33,10,1441,1441,100.0
737,33,11,1441,1441,100.0
738,33,12,1441,1441,100.0
739,33,13,1441,1441,100.0
740,33,14,1441,1441,100.0
